LoadDate,ScientificName,LibrarySource
2017-10-05 16:54:30,Salmonella enterica,GENOMIC
2019-11-07 16:32:48,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2019-05-08 09:06:24,Salmonella enterica subsp. enterica serovar Infantis,GENOMIC
2018-04-25 13:17:32,Salmonella enterica,GENOMIC
2014-12-22 17:58:46,Salmonella enterica,GENOMIC
2014-06-06 18:31:11,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2019-10-09 20:42:06,Salmonella enterica subsp. enterica serovar Agona,GENOMIC
2019-12-27 08:09:54,Salmonella enterica,GENOMIC
2017-05-31 11:20:33,Salmonella enterica subsp. enterica,GENOMIC
2018-04-20 13:15:45,Salmonella enterica subsp. enterica serovar Oranienburg,GENOMIC
2015-12-11 19:10:48,Salmonella enterica subsp. enterica serovar Choleraesuis,GENOMIC
2018-10-26 08:35:08,Salmonella enterica,GENOMIC
2018-05-18 17:34:32,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2017-03-27 11:59:46,Salmonella enterica,GENOMIC
2018-01-29 10:48:15,Salmonella enterica subsp. enterica,GENOMIC
2018-10-27 16:34:30,Salmonella enterica subsp. enterica,GENOMIC
2015-07-24 10:43:36,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2014-06-06 18:20:15,Salmonella enterica subsp. enterica serovar Infantis,GENOMIC
2019-06-12 19:40:49,Salmonella enterica,GENOMIC
2015-12-10 11:27:59,Salmonella enterica subsp. enterica serovar Braenderup,GENOMIC
2018-03-15 15:52:10,Salmonella enterica subsp. enterica serovar Infantis,GENOMIC
2019-12-31 13:22:05,Salmonella enterica,GENOMIC
2019-03-21 11:08:51,Salmonella enterica,GENOMIC
2018-11-27 16:44:10,Salmonella enterica subsp. enterica,GENOMIC
2014-09-28 10:14:14,Salmonella enterica subsp. enterica serovar Paratyphi B,GENOMIC
2019-08-16 14:47:40,Salmonella enterica,GENOMIC
2019-08-20 15:30:43,Salmonella enterica,GENOMIC
2017-05-19 09:08:27,Salmonella enterica,GENOMIC
2015-04-11 17:27:24,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2016-09-23 14:20:36,Salmonella enterica,GENOMIC
2017-03-31 15:24:45,Salmonella enterica,GENOMIC
2017-01-21 12:24:21,Salmonella enterica subsp. enterica,GENOMIC
2018-09-07 11:41:53,Salmonella enterica,GENOMIC
2016-06-14 14:43:24,Salmonella enterica subsp. enterica serovar Typhimurium var. 5-,GENOMIC
2018-07-08 07:58:16,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2016-08-19 14:34:29,Salmonella enterica,GENOMIC
2019-08-28 15:56:56,Salmonella enterica subsp. enterica serovar Cubana,GENOMIC
2018-10-26 21:13:22,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2018-11-20 12:16:17,Salmonella enterica,GENOMIC
2017-05-22 19:26:34,Salmonella enterica subsp. enterica,GENOMIC
2018-05-30 23:00:46,Salmonella enterica,GENOMIC
2018-08-24 09:16:04,Salmonella enterica,GENOMIC
,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,GENOMIC
2018-11-16 11:24:53,Salmonella enterica,GENOMIC
2020-02-04 16:48:39,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2019-01-10 14:58:34,Salmonella enterica,GENOMIC
2018-02-07 14:09:43,Salmonella enterica,GENOMIC
2013-03-08 05:31:58,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2019-03-11 09:57:06,Salmonella enterica subsp. enterica serovar Infantis,GENOMIC
2019-08-08 15:17:21,Salmonella enterica,GENOMIC
2019-11-19 10:07:19,Salmonella enterica,GENOMIC
2017-11-14 16:51:27,Salmonella enterica,GENOMIC
2019-09-24 11:17:58,Salmonella enterica,GENOMIC
2013-03-05 11:39:22,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,GENOMIC
2019-11-20 18:00:48,Salmonella enterica,GENOMIC
2014-09-12 14:59:20,Salmonella enterica subsp. enterica serovar Heidelberg,GENOMIC
2018-09-27 17:13:00,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2012-07-22 03:20:06,Salmonella enterica subsp. enterica serovar Bovismorbificans,GENOMIC
2018-09-13 20:27:29,Salmonella enterica subsp. enterica serovar Java,GENOMIC
2017-02-13 11:48:45,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2017-01-21 09:45:26,Salmonella enterica subsp. enterica,GENOMIC
2018-05-11 16:43:17,Salmonella enterica,GENOMIC
2015-12-02 13:14:36,Salmonella enterica,GENOMIC
2018-12-04 12:30:19,Salmonella enterica,GENOMIC
2013-09-25 11:12:28,Salmonella enterica subsp. diarizonae serovar Rough:r:z,GENOMIC
2018-04-25 11:54:56,Salmonella enterica subsp. enterica serovar Kentucky,GENOMIC
2020-02-14 16:31:48,Salmonella enterica,GENOMIC
2015-09-29 06:15:53,Salmonella enterica subsp. enterica,GENOMIC
2019-06-21 17:01:43,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2019-03-09 17:36:57,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2019-08-06 15:22:42,Salmonella enterica,GENOMIC
2016-09-21 15:50:34,Salmonella enterica,GENOMIC
2012-07-24 12:04:55,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2018-10-09 17:44:20,Salmonella enterica subsp. enterica serovar Dublin,GENOMIC
2018-07-13 17:16:43,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2016-10-19 22:53:26,Salmonella enterica,GENOMIC
2018-08-07 21:44:04,Salmonella enterica subsp. enterica serovar Heidelberg,GENOMIC
2017-02-13 11:50:37,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2014-11-10 14:14:29,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2014-06-09 17:29:54,Salmonella enterica subsp. enterica serovar Saintpaul,GENOMIC
2015-04-11 03:08:15,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2020-01-31 01:41:15,Salmonella enterica,GENOMIC
2019-09-12 14:35:56,Salmonella enterica,GENOMIC
2019-11-05 12:24:29,Salmonella enterica,GENOMIC
2015-12-22 18:29:26,Salmonella enterica subsp. enterica,GENOMIC
2016-11-26 08:42:05,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2014-04-28 17:33:26,Salmonella enterica subsp. enterica serovar Berta,GENOMIC
2018-03-30 09:55:26,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2017-02-08 14:06:39,Salmonella enterica,GENOMIC
2018-02-23 10:08:26,Salmonella enterica,GENOMIC
2017-04-18 12:55:12,Salmonella enterica subsp. enterica serovar Schwarzengrund,GENOMIC
2019-08-29 16:45:14,Salmonella enterica subsp. enterica,GENOMIC
2018-06-27 17:37:16,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2018-12-13 09:03:17,Salmonella enterica,GENOMIC
2019-10-03 17:38:44,Salmonella enterica,GENOMIC
2019-03-08 18:32:40,Salmonella enterica subsp. enterica serovar Give,GENOMIC
2018-08-20 18:30:44,Salmonella enterica subsp. enterica serovar Montevideo,GENOMIC
2019-07-17 16:07:26,Salmonella enterica,GENOMIC
2016-11-25 03:07:16,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2018-07-18 18:25:24,Salmonella enterica subsp. enterica serovar Braenderup,GENOMIC
2014-09-18 11:13:24,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2015-04-11 07:17:29,Salmonella enterica subsp. enterica,GENOMIC
2017-03-10 15:54:42,Salmonella enterica,GENOMIC
2019-08-28 18:33:40,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2017-04-13 22:44:23,Salmonella enterica subsp. enterica serovar Schwarzengrund,GENOMIC
2019-10-12 16:02:14,Salmonella enterica subsp. enterica,GENOMIC
2019-08-29 17:26:11,Salmonella enterica subsp. enterica,GENOMIC
2014-07-02 14:16:49,Salmonella enterica subsp. enterica serovar Newport,GENOMIC
2019-12-11 13:44:18,Salmonella enterica,GENOMIC
2018-10-29 04:11:13,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2019-12-10 17:19:48,Salmonella enterica,GENOMIC
2018-02-07 13:54:58,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2019-06-11 16:52:13,Salmonella enterica subsp. enterica serovar Heidelberg,GENOMIC
2017-08-31 09:41:15,Salmonella enterica,GENOMIC
2019-10-18 11:22:45,Salmonella enterica,GENOMIC
2015-04-11 23:23:13,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2019-10-10 10:24:58,Salmonella enterica,GENOMIC
2018-07-17 17:01:52,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2019-07-16 16:42:21,Salmonella enterica,GENOMIC
2018-05-12 15:46:51,Salmonella enterica subsp. enterica serovar Braenderup,GENOMIC
2017-10-05 06:57:15,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2018-03-29 15:16:49,Salmonella enterica,GENOMIC
2017-03-20 11:27:56,Salmonella enterica,GENOMIC
2018-09-28 11:21:30,Salmonella enterica,GENOMIC
2017-01-13 14:04:50,Salmonella enterica subsp. enterica serovar Thompson,GENOMIC
2017-06-14 18:08:27,Salmonella enterica subsp. enterica serovar Rissen,GENOMIC
2017-12-27 16:30:46,Salmonella enterica,GENOMIC
2018-04-04 15:03:30,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2017-12-21 19:16:40,Salmonella enterica subsp. enterica,GENOMIC
2019-03-10 18:00:12,Salmonella enterica subsp. enterica serovar Weltevreden,GENOMIC
2018-08-01 11:50:13,Salmonella enterica,GENOMIC
2016-12-06 13:26:46,Salmonella enterica subsp. enterica serovar Hadar,GENOMIC
2014-11-26 14:42:58,Salmonella enterica,GENOMIC
2019-12-03 15:08:57,Salmonella enterica,GENOMIC
2015-12-22 21:24:01,Salmonella enterica subsp. enterica serovar Agona str. SL483,GENOMIC
2016-02-26 21:31:02,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2019-06-03 19:34:35,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2019-06-27 21:29:52,Salmonella enterica,GENOMIC
2018-01-18 10:33:56,Salmonella enterica subsp. enterica serovar Newport,GENOMIC
2019-07-22 14:49:57,Salmonella enterica,GENOMIC
2019-11-12 18:58:20,Salmonella enterica,GENOMIC
2018-06-15 14:47:11,Salmonella enterica,GENOMIC
2019-01-11 11:18:27,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2017-03-14 20:20:45,Salmonella enterica,GENOMIC
2019-10-08 10:22:39,Salmonella enterica,GENOMIC
2016-05-23 06:21:16,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2018-09-30 03:31:11,Salmonella enterica subsp. enterica serovar Dublin,GENOMIC
2020-01-31 08:39:59,Salmonella enterica,GENOMIC
2018-01-09 12:22:29,Salmonella enterica subsp. enterica serovar Infantis,GENOMIC
2019-07-25 16:17:59,Salmonella enterica,GENOMIC
2019-08-28 20:09:39,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2018-06-12 17:37:15,Salmonella enterica subsp. enterica,GENOMIC
2019-02-04 17:49:37,Salmonella enterica subsp. enterica serovar Thompson,GENOMIC
2015-04-11 05:52:01,Salmonella enterica subsp. enterica serovar Newport,GENOMIC
2019-08-06 15:27:12,Salmonella enterica,GENOMIC
2018-12-12 12:19:48,Salmonella enterica subsp. enterica serovar Brandenburg,GENOMIC
2019-09-03 16:31:53,Salmonella enterica,GENOMIC
2019-09-23 19:48:25,Salmonella enterica,GENOMIC
2018-10-18 13:50:38,Salmonella enterica,GENOMIC
2018-11-26 13:21:36,Salmonella enterica,GENOMIC
2013-11-04 11:29:27,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2019-04-29 11:41:18,Salmonella enterica,GENOMIC
2018-08-30 11:35:29,Salmonella enterica,GENOMIC
2018-03-15 14:59:36,Salmonella enterica subsp. enterica serovar Dublin,GENOMIC
2014-10-18 05:02:48,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2019-06-06 13:15:22,Salmonella enterica,GENOMIC
2019-11-21 18:51:36,Salmonella enterica,GENOMIC
2015-04-11 08:57:21,Salmonella enterica subsp. enterica,GENOMIC
2018-09-28 09:36:31,Salmonella enterica subsp. enterica serovar Infantis,GENOMIC
2017-01-13 14:51:48,Salmonella enterica subsp. enterica serovar Montevideo,GENOMIC
2019-01-15 16:28:22,Salmonella enterica subsp. enterica serovar Paratyphi A,GENOMIC
2018-10-22 08:58:55,Salmonella enterica,GENOMIC
2018-12-10 08:21:32,Salmonella enterica,GENOMIC
2018-03-30 14:32:03,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2017-09-06 10:03:16,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2019-05-31 08:50:34,Salmonella enterica,GENOMIC
2020-01-17 11:20:13,Salmonella enterica,GENOMIC
2016-04-12 21:00:28,Salmonella enterica,GENOMIC
2020-03-06 16:49:44,Salmonella enterica,GENOMIC
2017-09-28 05:00:21,Salmonella enterica subsp. enterica,GENOMIC
2017-04-11 14:35:48,Salmonella enterica,GENOMIC
2019-11-13 16:54:53,Salmonella enterica,GENOMIC
2018-09-19 12:48:27,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2019-02-09 22:46:31,Salmonella enterica subsp. enterica serovar Wangata,GENOMIC
2019-10-18 10:53:59,Salmonella enterica,GENOMIC
2020-01-13 11:03:58,Salmonella enterica,GENOMIC
2016-08-25 07:11:59,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2018-10-19 16:21:51,Salmonella enterica subsp. enterica serovar Give,GENOMIC
2016-01-13 21:13:23,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2016-03-23 09:18:20,Salmonella enterica,GENOMIC
2019-06-11 13:17:34,Salmonella enterica,GENOMIC
2019-12-12 07:49:13,Salmonella enterica,GENOMIC
2017-12-05 13:39:37,Salmonella enterica,GENOMIC
2018-01-26 17:22:37,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2018-07-12 16:23:38,Salmonella enterica subsp. enterica serovar Infantis,GENOMIC
2019-01-11 11:57:35,Salmonella enterica,GENOMIC
2019-06-04 16:14:51,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,GENOMIC
2020-03-04 16:22:02,Salmonella enterica,GENOMIC
2017-04-11 10:53:18,Salmonella enterica,GENOMIC
2018-10-23 16:36:49,Salmonella enterica subsp. enterica,GENOMIC
2018-08-08 15:17:00,Salmonella enterica,GENOMIC
2015-02-28 19:24:22,Salmonella enterica,GENOMIC
2018-11-15 13:45:44,Salmonella enterica,GENOMIC
2019-02-27 15:43:07,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2019-03-25 10:26:40,Salmonella enterica,GENOMIC
2019-11-08 01:04:20,Salmonella enterica,GENOMIC
2018-10-29 03:48:35,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2017-08-22 15:31:53,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2014-03-24 17:30:19,Salmonella enterica subsp. enterica serovar Saintpaul,GENOMIC
2019-04-19 10:13:41,Salmonella enterica,GENOMIC
2014-08-29 01:12:10,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2017-12-10 22:28:44,Salmonella enterica subsp. enterica serovar Java,GENOMIC
2017-10-03 16:16:58,Salmonella enterica,GENOMIC
2015-04-11 00:23:58,Salmonella enterica subsp. enterica serovar Tennessee,GENOMIC
2019-03-20 11:35:50,Salmonella enterica,GENOMIC
2014-03-07 15:51:43,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2015-02-27 01:41:56,Salmonella enterica,GENOMIC
2019-07-25 20:30:02,Salmonella enterica,GENOMIC
2017-08-04 10:38:13,Salmonella enterica subsp. enterica serovar Heidelberg,GENOMIC
2020-03-04 17:28:24,Salmonella enterica,GENOMIC
2020-01-27 15:32:45,Salmonella enterica,GENOMIC
2016-11-11 13:53:19,Salmonella enterica,GENOMIC
2017-05-12 11:02:07,Salmonella enterica subsp. enterica serovar Typhimurium,TRANSCRIPTOMIC
2019-07-22 09:06:40,Salmonella enterica,GENOMIC
2019-12-18 19:33:17,Salmonella enterica,GENOMIC
2018-06-26 16:00:55,Salmonella enterica subsp. enterica serovar Paratyphi A,GENOMIC
2018-06-27 16:31:10,Salmonella enterica subsp. enterica,GENOMIC
2017-05-23 09:26:07,Salmonella enterica subsp. enterica serovar Heidelberg,GENOMIC
2018-06-30 17:26:18,Salmonella enterica subsp. enterica,GENOMIC
2018-01-04 12:05:33,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2017-06-02 09:31:00,Salmonella enterica,GENOMIC
2016-02-08 17:08:38,Salmonella enterica,GENOMIC
2020-01-17 16:48:37,Salmonella enterica,GENOMIC
2019-03-17 14:32:54,Salmonella enterica subsp. enterica,GENOMIC
2015-01-13 12:44:34,Salmonella enterica subsp. enterica serovar Newport,GENOMIC
2015-02-10 13:29:24,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2018-07-09 03:57:28,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2019-12-17 23:50:46,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2017-06-14 14:54:31,Salmonella enterica subsp. enterica serovar Kentucky,GENOMIC
2018-06-25 17:15:25,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2019-06-12 14:36:41,Salmonella enterica,GENOMIC
2020-02-04 10:50:08,Salmonella enterica,GENOMIC
2019-03-25 18:26:25,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2015-04-11 01:28:32,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2017-01-31 17:14:24,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2019-10-09 20:06:04,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2018-06-06 16:59:47,Salmonella enterica subsp. enterica,GENOMIC
2019-12-13 14:52:26,Salmonella enterica,GENOMIC
2017-03-06 15:40:41,Salmonella enterica,GENOMIC
2018-09-16 20:47:51,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2018-06-30 16:21:04,Salmonella enterica subsp. enterica serovar Virchow,GENOMIC
2020-01-24 19:46:49,Salmonella enterica,GENOMIC
2019-12-18 12:08:37,Salmonella enterica,GENOMIC
2018-12-03 19:32:19,Salmonella enterica,GENOMIC
2020-02-04 16:52:54,Salmonella enterica,GENOMIC
2018-06-16 17:48:18,Salmonella enterica subsp. enterica serovar Newport,GENOMIC
2019-06-03 19:33:22,Salmonella enterica subsp. enterica serovar Paratyphi A,GENOMIC
2018-10-26 20:15:03,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2014-08-31 17:58:58,Salmonella enterica,GENOMIC
2018-06-13 19:38:12,Salmonella enterica subsp. enterica serovar Pomona,GENOMIC
2017-11-29 15:31:52,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2018-08-01 14:20:36,Salmonella enterica,GENOMIC
2015-01-28 19:10:53,Salmonella enterica,GENOMIC
2018-09-12 08:52:28,Salmonella enterica,GENOMIC
2014-03-04 22:30:38,Salmonella enterica,GENOMIC
2018-05-08 13:10:35,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2013-09-25 19:15:08,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2018-10-29 03:26:35,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2017-02-08 18:53:14,Salmonella enterica subsp. enterica serovar Heidelberg,GENOMIC
2018-02-22 18:50:49,Salmonella enterica subsp. enterica serovar Kentucky,GENOMIC
2019-11-13 15:29:02,Salmonella enterica,GENOMIC
2018-08-08 21:45:35,Salmonella enterica,GENOMIC
2016-12-19 10:25:06,Salmonella enterica,GENOMIC
2020-03-03 21:27:45,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2019-05-13 21:54:14,Salmonella enterica,GENOMIC
2017-05-04 13:36:33,Salmonella enterica,GENOMIC
2018-12-12 10:23:50,Salmonella enterica,GENOMIC
2018-01-23 14:20:40,Salmonella enterica,GENOMIC
2014-11-03 13:18:42,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2019-09-28 16:54:35,Salmonella enterica subsp. enterica serovar Senftenberg,GENOMIC
2015-07-14 14:34:02,Salmonella enterica subsp. enterica serovar Virchow,GENOMIC
2018-08-23 10:44:22,Salmonella enterica,GENOMIC
2018-08-27 13:42:40,Salmonella enterica,GENOMIC
2019-07-17 13:11:45,Salmonella enterica,GENOMIC
2016-09-14 16:49:57,Salmonella enterica subsp. enterica serovar Hadar,GENOMIC
2018-04-03 16:43:54,Salmonella enterica subsp. enterica serovar Heidelberg,GENOMIC
2015-11-20 16:56:12,Salmonella enterica subsp. enterica serovar Infantis,GENOMIC
2018-10-28 09:44:21,Salmonella enterica,GENOMIC
2016-04-04 13:35:22,Salmonella enterica,GENOMIC
2016-03-25 14:51:23,Salmonella enterica,GENOMIC
2019-11-13 15:28:38,Salmonella enterica,GENOMIC
2019-02-05 13:01:15,Salmonella enterica,GENOMIC
2017-03-20 12:11:30,Salmonella enterica,GENOMIC
2019-08-26 13:58:40,Salmonella enterica,GENOMIC
2016-09-09 14:21:35,Salmonella enterica,GENOMIC
2017-01-19 10:31:23,Salmonella enterica,GENOMIC
2019-07-06 16:54:45,Salmonella enterica subsp. enterica serovar Nigeria,GENOMIC
2019-09-19 13:38:19,Salmonella enterica,GENOMIC
2018-07-01 16:39:41,Salmonella enterica subsp. enterica,GENOMIC
2017-07-12 16:31:35,Salmonella enterica subsp. enterica serovar Thompson,GENOMIC
2015-04-09 13:51:04,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2018-03-19 14:21:50,Salmonella enterica subsp. enterica serovar Infantis,GENOMIC
2017-01-30 10:21:16,Salmonella enterica,GENOMIC
2014-05-14 18:15:42,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2019-07-18 10:25:40,Salmonella enterica subsp. enterica serovar Typhi str. AG3,GENOMIC
2019-04-30 16:00:38,Salmonella enterica,GENOMIC
2016-10-13 13:27:34,Salmonella enterica,GENOMIC
2017-09-19 11:47:11,Salmonella enterica,GENOMIC
2015-04-11 17:16:16,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2015-01-12 20:19:28,Salmonella enterica subsp. arizonae,GENOMIC
2018-08-07 22:02:32,Salmonella enterica subsp. enterica serovar Reading,GENOMIC
2019-03-08 18:32:48,Salmonella enterica subsp. enterica serovar Anatum,GENOMIC
2019-05-22 17:35:01,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2014-11-10 14:20:29,Salmonella enterica subsp. arizonae,GENOMIC
2017-08-31 09:29:54,Salmonella enterica,GENOMIC
2019-06-04 13:13:03,Salmonella enterica,GENOMIC
2019-01-22 05:07:01,Salmonella enterica,GENOMIC
2020-03-03 21:54:27,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2018-08-22 15:37:41,Salmonella enterica,GENOMIC
2019-03-15 13:59:31,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2017-05-12 11:04:00,Salmonella enterica subsp. enterica serovar Typhimurium,TRANSCRIPTOMIC
2017-08-22 11:41:23,Salmonella enterica,GENOMIC
2019-10-23 19:15:52,Salmonella enterica,GENOMIC
2019-03-02 17:08:19,Salmonella enterica subsp. enterica serovar Tees,GENOMIC
,Salmonella enterica,GENOMIC
2019-05-30 19:10:28,Salmonella enterica,GENOMIC
2019-08-28 15:57:33,Salmonella enterica subsp. enterica serovar Agona,GENOMIC
2017-09-27 15:44:40,Salmonella enterica,GENOMIC
2018-09-26 15:11:46,Salmonella enterica,GENOMIC
2019-12-27 09:09:00,Salmonella enterica,GENOMIC
2012-07-22 22:19:04,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,GENOMIC
2019-12-20 12:30:10,Salmonella enterica,GENOMIC
2016-03-28 15:43:10,Salmonella enterica,GENOMIC
2018-06-01 10:53:21,Salmonella enterica,GENOMIC
2018-04-02 13:56:20,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",GENOMIC
2017-09-15 15:11:16,Salmonella enterica,GENOMIC
2019-05-04 19:02:23,Salmonella enterica subsp. enterica serovar Agama,GENOMIC
2016-09-14 16:27:59,Salmonella enterica subsp. enterica serovar Dublin,GENOMIC
2016-12-23 12:01:48,Salmonella enterica subsp. enterica serovar Typhi str. 404ty,GENOMIC
2017-02-15 16:45:15,Salmonella enterica,GENOMIC
2018-06-15 11:02:17,Salmonella enterica,GENOMIC
2016-10-04 13:48:18,Salmonella enterica,GENOMIC
2018-06-27 12:49:28,Salmonella enterica,GENOMIC
2019-04-22 10:56:38,Salmonella enterica subsp. enterica,GENOMIC
2014-03-08 19:50:51,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2019-09-25 17:29:15,Salmonella enterica,GENOMIC
2015-12-10 03:25:43,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2018-07-18 12:11:52,Salmonella enterica,GENOMIC
2017-02-28 09:20:11,Salmonella enterica subsp. enterica serovar Javiana,GENOMIC
2017-02-03 14:03:12,Salmonella enterica subsp. enterica serovar Heidelberg,GENOMIC
2017-08-30 15:33:27,Salmonella enterica,GENOMIC
2018-04-10 16:41:19,Salmonella enterica,GENOMIC
2018-08-01 13:52:52,Salmonella enterica,GENOMIC
2019-04-24 15:30:49,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
2016-04-21 11:14:08,Salmonella enterica subsp. enterica,GENOMIC
2018-09-04 14:01:04,Salmonella enterica,GENOMIC
2019-10-03 16:45:04,Salmonella enterica subsp. enterica serovar Agona,GENOMIC
2017-01-29 18:39:43,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2013-01-29 11:54:19,Salmonella enterica subsp. enterica serovar Heidelberg str. N189,GENOMIC
2015-04-11 09:43:20,Salmonella enterica subsp. enterica serovar Newport,GENOMIC
2017-10-25 14:41:26,Salmonella enterica subsp. enterica serovar Kentucky,GENOMIC
2019-09-12 16:06:55,Salmonella enterica subsp. houtenae,GENOMIC
2018-09-07 20:38:52,Salmonella enterica subsp. enterica serovar Infantis,GENOMIC
2018-10-15 10:28:19,Salmonella enterica,GENOMIC
2016-10-24 23:55:31,Salmonella enterica,TRANSCRIPTOMIC
2014-05-09 18:57:04,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2018-07-31 11:54:19,Salmonella enterica,GENOMIC
2019-10-23 22:02:04,Salmonella enterica,GENOMIC
2014-08-28 23:11:26,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2020-01-06 13:24:14,Salmonella enterica,GENOMIC
2019-03-03 14:33:44,Salmonella enterica,GENOMIC
2017-04-05 13:56:18,Salmonella enterica subsp. enterica serovar Enteritidis,GENOMIC
2016-12-08 19:17:42,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,TRANSCRIPTOMIC
2019-11-22 16:43:28,Salmonella enterica subsp. enterica,GENOMIC
2014-03-08 00:59:08,Salmonella enterica subsp. enterica serovar Typhi,GENOMIC
2019-09-13 09:36:50,Salmonella enterica,GENOMIC
2015-10-06 15:58:47,Salmonella enterica subsp. enterica serovar Muenchen,GENOMIC
2019-05-15 14:05:36,Salmonella enterica,GENOMIC
2018-02-08 19:07:34,Salmonella enterica subsp. enterica serovar Dublin,GENOMIC
2018-09-26 23:20:44,Salmonella enterica,GENOMIC
2019-12-27 12:22:17,Salmonella enterica,GENOMIC
2018-12-10 11:43:20,Salmonella enterica subsp. enterica serovar Typhimurium,GENOMIC
